420
560
74574,@
15390,*
162180,B
102940,B
217683,:
60262,0
22557,#
202318,=
167093,0
140435,,
51888,0
170981,,
38600,0
7781,B
66968,+
53872,&
170903,B
2366,-
73475,@
30429,o
138939,@
71260,%
48356,%
99837,#
102878,B
95991,B
9611,=
74349,W
17368,*
66717,W
147556,B
15684,*
1991,M
35792,&
37346,B
10706,*
101927,B
213479,-
134828,:
231555,+
174718,,
152019,B
126715,M
26105,B
66723,M
126848,B
9571,O
31473,B
220588,o
192902,M
183645,B
91419,&
86929,W
132759,B
221913,:
121605,&
207309,;
13082,:
203039,@
222725,*
59866,-
103635,o
52922,W
2319,*
12257,B
161829,*
9261,W
40488,-
197084,0
83689,O
38283,#
153980,B
217436,#
189927,B
67829,%
176957,;
166841,+
71035,$
31460,@
193800,B
46048,o
156568,B
75095,M
132775,W
189846,o
77598,B
195080,,
20818,%
106963,W
135583,W
227842,=
202175,0
218484,o
40150,#
128947,B
162578,.
152079,B
93301,&
122162,:
17954,:
111595,W
167426,+
233890,=
67953,0
215821,=
184426,*
234289,=
115047,&
63362,&
12135,0
210564,M
46011,,
33601,@
206021,B
173426,;
164716,B
161832,+
189604,.
208780,+
111535,*
64150,B
142408,@
15607,M
141322,:
38606,%
80370,0
195865,o
110356,B
99583,B
25625,%
156552,%
98625,@
164252,.
60698,0
13763,+
143603,@
161100,B
136764,W
32365,W
228914,o
96231,B
3428,%
48636,$
120281,.
39585,B
57659,%
31156,0
122598,B
66938,&
27020,,
94871,B
188931,+
93203,B
171710,*
23776,o
197362,o
48806,;
182820,*
117955,B
206603,+
186255,B
3638,*
9867,B
125744,0
45025,*
5987,&
63290,B
89215,&
156378,O
165199,W
84768,;
117142,$
216514,0
32829,:
84173,W
148980,+
111469,W
27654,=
113017,$
171803,.
150595,$
178217,B
207981,-
88602,@
84677,&
180783,B
222128,%
85063,B
30596,&
100958,W
153642,;
141811,&
207660,O
191988,B
67839,M
209648,B
132096,0
22880,B
40354,&
138858,B
207224,;
6485,W
118684,&
209516,:
68734,%
173082,B
36906,%
156703,%
154383,%
35349,M
190540,*
201332,B
177670,%
81085,B
97876,B
89261,%
194234,*
32033,B
51807,%
207173,W
189637,O
56280,&
205333,0
159132,O
195628,;
4985,B
211910,:
47333,#
59618,M
117227,B
77706,&
197114,-
165911,B
203661,@
158799,B
200286,+
77421,@
131456,:
62561,B
183426,W
114713,B
39522,M
169635,0
223352,o
126984,,
204670,+
222113,o
109515,$
209713,:
94225,W
184675,,
93300,$
196860,@
174955,B
181217,B
97474,&
100302,$
69840,B
96354,B
108879,&
147402,O
71206,%
89825,M
217336,+
118645,O
37005,M
145975,0
34210,@
157017,&
83784,+
119193,#
142317,M
7382,+
117303,%
113694,.
172972,:
160887,#
76732,$
24995,&
95009,+
131639,B
170617,O
31850,B
8662,-
109064,B
114697,B
43807,o
168705,=
220925,*
220126,O
114816,+
53508,M
54058,&
176424,B
60278,B
111307,B
98370,-
51166,&
228345,*
58231,.
151724,o
219073,-
33383,+
1027,%
116978,B
96650,,
120155,$
171626,B
229633,*
225145,*
1285,O
39902,O
159157,B
182348,o
138028,M
218659,:
228631,=
24880,-
193019,B
121368,,
183055,O
201844,+
20043,B
192460,$
156178,#
31634,o
179323,B
67544,=
40520,o
112565,.
98218,@
58474,W
34722,W
137491,B
18730,=
78843,M
104215,&
64847,B
24702,O
153256,@
185010,;
105408,B
172635,%
143149,B
186048,@
64719,;
133271,B
45298,B
73109,#
157482,B
37168,0
146731,@
149888,;
111141,0
108179,B
45456,.
7384,*
5931,B
194898,+
180710,=
167417,,
6837,0
64908,.
153633,-
89483,$
223180,0
146304,%
29836,o
123936,W
165544,B
40998,@
91857,&
230121,*
165975,*
181080,%
104247,M
130061,*
70042,W
175426,B
29023,W
178,0
178748,o
95026,B
83048,&
363,@
176049,%
181067,+
72168,B
114661,.
82790,B
158537,B
150308,B
132015,,
16104,B
87720,&
58513,:
79157,*
234639,O
71305,.
133978,M
150218,W
63672,O
117714,#
215620,=
142405,%
130149,;
51341,0
165180,B
213389,O
180965,+
25478,-
27038,#
162301,O
54658,+
153547,W
96108,$
94140,$
1945,=
33063,W
62212,%
191186,M
141829,@
131931,B
180017,B
231616,-
121381,.
32536,@
103720,$
52557,B
31930,#
205732,#
98534,B
226937,o
28430,M
14273,+
195051,+
76827,%
124204,.
181529,+
70838,,
158458,*
95963,B
170056,%
127495,B
139825,=
54625,M
62475,B
33441,@
213330,@
155663,*
70678,0
66565,*
117538,B
106379,+
84073,M
198144,*
84222,O
24544,%
8913,B
118103,B
131510,&
146977,%
227900,O
78199,#
169913,o
186305,O
222140,+
62335,$
196232,0
178528,,
93454,B
193399,,
126504,&
195426,B
205636,B
150669,@
114652,,
134706,*
141250,B
82628,.
152178,+
180824,:
152373,0
132262,$
181790,0
66692,M
3410,0
129634,#
220754,+
77499,=
230779,+
85949,&
174099,,
116601,B
166943,+
126844,B
129734,B
7971,%
195638,;
33480,$
175188,B
208918,-
234386,;
131877,*
230126,o
185389,O
87923,$
171382,B
89191,M
223530,o
60829,*
51497,O
187198,o
17365,=
19110,0
60256,#
60546,%
49909,#
5925,W
67785,@
130036,O
152975,+
111287,.
39925,+
79753,O
99757,B
143943,O
203559,,
126684,B
98257,B
40588,#
113703,,
11606,B
41552,@
6567,+
204959,#
420,+
70018,M
49478,@
225648,O
217277,=
54537,B
170385,B
74573,%
216196,+
146397,@
200398,,
61004,.
221805,*
195690,#
87006,$
17162,W
18186,o
15404,:
220706,*
75742,@
23121,O
178639,O
222465,0
149216,#
144688,B
137305,%
193506,+
35926,@
70016,%
70491,#
138376,#
201778,*
231717,:
143578,&
125013,*
143911,%
25618,W
158765,W
164515,+
193123,-
73528,0
83554,&
61055,W
136502,,
36967,M
64957,W
74282,B
32721,o
192973,$
31007,*
128366,0
47788,0
198298,@
161456,.
104513,*
86173,B
122545,$
35770,B
177730,0
8172,&
32634,*
103300,O
18637,O
120323,O
112172,W
85719,M
151352,0
177574,B
176020,B
51931,B
215195,+
44792,#
187008,@
112267,O
155884,:
52415,@
202386,O
1822,$
196522,.
158406,+
23064,#
72941,@
167762,B
168428,O
175385,O
222649,o
215524,-
200044,O
216931,;
152327,M
233589,,
13918,B
95970,$
107806,o
144095,.
109836,W
66368,&
153428,$
20328,0
224335,0
62982,%
177193,M
96469,M
183119,o
66498,B
56736,$
6713,B
14046,;
83896,W
178045,W
212138,+
141843,M
73348,B
116476,B
207849,;
168294,+
50821,B
54971,+
63596,0
124553,=
222278,O
116305,.
138308,M
110325,.
110095,&
183490,0
151762,*
58832,$
216451,+
140532,W
213340,&
152041,O
92245,B
11847,*
108930,0
181063,+
150154,*
177509,&
122431,B
137087,.
20204,#
104000,B
190513,B
50338,B
113642,&
90805,W
143263,:
205112,*
5836,.
74256,&
219116,+
150878,o
94923,W
147054,%
33340,+
27739,*
80749,%
206963,B
15498,O
69290,B
1363,:
77587,#
36699,#
97237,+
6683,B
134201,#
19983,B
215022,0
127596,&
13105,,
165063,#
202733,W
157533,*
37767,o
175570,%
43573,%
124043,M
159310,B
151481,#
31219,M
39563,=
191938,.
90783,&
126673,+
25667,@
43981,#
76480,#
27128,-
34904,=
159537,W
77632,+
101465,M
35076,+
166557,@
137850,B
85348,+
50080,%
218308,O
215095,;
169368,M
103787,&
131281,*
23003,#
215651,+
68509,O
53249,O
168025,B
11764,B
32196,O
93363,-
93541,B
8212,O
112133,0
75842,:
208568,,
50158,+
197926,*
203229,+
63527,&
15130,=
73279,B
85811,&
141592,M
160601,+
205763,#
148530,%
13412,W
22899,&
149930,.
65548,&
120236,.
2554,$
204272,*
20666,B
12032,*
189255,0
201535,0
82127,:
68149,o
160618,O
57864,M
41027,0
19021,$
227903,O
83216,O
183814,W
201002,O
139189,W
179453,@
11253,*
168283,B
165139,%
197950,M
77190,B
17706,o
127266,B
189318,o
160599,.
215341,*
22688,=
14472,B
3030,,
95450,M
84263,%
178264,=
64128,W
13793,@
103068,@
101213,B
233033,=
43480,B
148942,*
204978,$
218166,*
192160,+
133110,,
167145,O
116005,&
8737,M
213954,%
125129,*
77757,W
92715,o
118690,&
198009,#
5455,@
87685,.
147867,B
175062,@
101144,M
214256,+
83014,W
173413,+
195391,+
226194,O
184207,o
97824,B
235151,%
92680,+
4798,B
173604,#
5830,.
45635,O
155304,:
26763,W
48858,%
77111,%
107867,B
23069,W
150353,B
174499,@
70857,=
16421,*
124756,.
127626,B
1537,*
203929,O
24432,$
137425,o
132349,@
58158,,
64943,$
76976,%
140699,#
66340,0
58389,;
97931,B
175303,@
192477,-
9398,o
26737,#
60560,@
221517,+
214969,=
200643,#
69547,W
134004,+
125511,0
424,%
31886,B
213606,=
234436,*
208243,B
56179,W
30113,&
177667,@
191520,o
77940,@
208913,;
68208,B
40956,W
181134,*
48709,;
172997,B
186435,.
120571,$
97225,B
38227,%
137883,0
54783,B
125418,B
61908,B
123976,$
196308,B
109835,W
170807,%
163943,B
178386,@
172044,B
52543,B
195841,,
151984,B
190336,0
104644,*
121629,M
133921,$
35830,%
222561,+
72407,o
91061,B
55140,M
234461,.
66939,@
176009,;
29361,;
30452,+
124889,0
176194,&
63213,&
76278,M
196678,*
60179,+
219008,+
201793,0
27377,B
224873,:
203888,M
18217,0
178585,.
153127,0
153435,$
155083,*
221537,*
32511,@
180165,.
16310,O
169757,=
109311,#
180662,+
3179,O
217268,+
17281,&
31051,O
196459,;
170576,%
93379,$
70828,.
91156,&
123639,.
41365,%
27782,B
59124,*
234553,+
95513,0
119964,W
93288,:
72886,@
143822,:
214502,o
43402,*
101190,&
24013,B
121686,W
16064,*
209134,,
195137,+
89815,&
48419,M
205679,.
8020,@
219061,+
230064,+
211593,*
13646,-
17964,W
178913,*
161902,B
174996,%
12028,=
2437,+
116567,%
146743,M
142278,B
227215,,
56616,&
205950,*
115150,O
35001,M
130895,,
8894,B
218734,*
50737,#
116716,B
154096,@
19690,+
120355,M
3504,#
128702,B
66528,$
38200,%
46178,O
155379,B
47070,&
51435,$
8034,-
97329,B
27959,$
187432,=
57931,$
119446,M
210951,*
97780,B
147445,B
153931,B
163857,B
628,-
200533,*
83739,.
213386,+
5515,M
62022,B
229733,*
71686,$
109956,B
112033,&
228009,+
163888,.
197662,O
111308,B
222520,+
109483,B
77014,*
208771,+
118596,.
115900,B
15911,:
5391,*
73910,B
37725,o
66202,O
15475,B
219383,+
225264,:
224510,+
196291,B
87310,B
5196,0
48597,B
142790,W
158730,#
207752,#
153109,B
87895,B
66861,$
191446,+
59185,B
198667,*
191630,o
65513,M
48367,%
49695,@
155909,%
148707,M
83451,$
139434,M
94704,W
93770,$
222840,o
117164,B
40689,o
120232,,
7585,B
196483,#
10736,W
165326,#
220352,O
14000,+
6298,W
72871,$
140954,,
82791,B
97206,*
154231,O
145857,@
27468,M
151511,B
211366,:
5841,,
71541,B
81635,B
136444,0
40311,B
171990,@
80159,M
168085,;
112360,*
155330,B
84732,&
187010,+
160441,@
169885,.
180756,.
49837,-
147901,*
22959,B
185125,,
81804,$
101878,.
123752,B
57005,B
164126,B
116931,B
206967,+
5215,#
173027,+
55586,+
232734,:
176626,#
194640,,
46942,B
125054,B
211114,#
35531,*
9998,B
98242,B
1434,@
72921,0
113991,B
66095,W
38138,o
163374,$
161942,*
115507,&
155406,%
97277,B
148612,0
46707,%
163851,@
131154,B
108793,W
126196,0
217123,:
173420,-
70222,O
144575,#
66889,$
112014,.
145536,$
148816,,
20974,=
153508,+
92347,$
195078,:
48978,W
7784,B
124258,$
27395,B
186656,:
202725,W
136649,B
79533,&
81480,B
106034,B
173301,B
52402,-
213709,+
134255,:
99345,B
229353,*
184389,+
196843,B
73221,B
181960,O
50848,B
124017,O
183072,+
134656,%
94506,$
33996,#
62548,B
87193,%
228220,o
207042,*
87016,%
188099,+
126420,,
214743,o
209049,:
151594,O
204542,o
234725,*
174123,B
144587,B
180723,%
160858,W
46833,@
35777,B
9183,.
126794,;
112624,B
167737,+
64012,&
12836,&
232414,O
38002,B
149510,&
174610,.
163534,B
6452,0
8001,+
121189,$
34594,&
146102,B
155003,$
188752,%
52758,+
57886,&
22056,=
184915,.
18984,W
192565,+
119381,&
4979,B
59082,.
195130,O
62828,&
44247,W
173401,+
5450,*
30599,#
29815,+
221631,=
1742,*
205781,&
104037,o
32524,0
142724,B
28958,@
62652,$
166027,O
60744,%
106781,.
178873,@
230925,&
104403,B
64600,&
144901,;
204802,O
88685,W
194286,*
26976,#
110712,.
33995,M
109485,B
199999,o
121904,W
146222,+
207879,;
7895,*
111045,M
178955,O
166523,,
63516,B
112462,%
183751,,
36951,W
127765,M
125905,$
194270,;
117191,M
163754,o
170087,O
81834,M
200595,O
161378,B
29664,$
83589,M
109189,B
218677,=
188990,,
150387,W
19579,$
122898,*
197972,B
224679,-
54818,&
112515,M
70545,&
17593,:
45205,&
161170,0
67875,&
164417,W
148143,B
179559,*
229640,=
26226,B
39216,B
36511,#
20596,B
28530,B
147541,O
216291,=
129344,B
159203,W
17337,$
30970,%
44533,M
78933,B
168425,*
60014,@
221074,*
200278,.
143419,O
74909,W
129012,#
22561,o
185363,M
190571,o
43449,B
78054,:
46612,0
111953,+
2545,W
27027,0
134669,0
228739,-
152855,B
84414,B
157427,O
204676,%
90623,B
190261,.
193849,O
89843,B
190746,-
232467,*
107508,B
13541,*
94794,B
63110,#
28946,B
23391,#
37533,M
15901,:
207049,.
140711,B
149988,,
164862,+
91143,$
122303,M
150437,o
178742,o
29493,o
58366,+
134887,B
41703,#
203158,.
93131,B
22865,&
64514,0
144950,.
74725,.
51457,B
28816,;
168847,@
94067,B
33267,o
35411,W
219232,=
233910,+
3909,B
7349,*
160911,:
26918,%
136725,&
227026,-
4089,@
145819,B
141398,M
29574,M
168810,B
142785,M
43588,*
26401,O
169843,*
152223,W
38123,W
73351,B
219302,+
138092,B
222291,0
93438,B
12717,0
53948,&
2715,%
220585,O
198082,+
15865,o
183265,%
32786,@
36102,o
159037,B
177023,B
5807,-
160820,+
4557,%
99831,W
185388,o
89810,$
42144,O
136676,M
174150,B
169690,B
234685,+
105918,&
142267,W
206958,B
142875,=
81009,;
122621,B
39315,M
234733,+
66414,W
87963,B
190778,+
162191,B
73536,*
138695,.
83028,&
224843,=
109267,%
160167,o
86815,&
183383,*
8369,B
68744,B
139738,B
145144,M
56758,&
5057,$
155601,+
30972,#
12101,W
170991,;
98974,+
480,M
221831,o
28762,O
130929,.
71521,@
106969,&
121730,&
72943,%
22475,*
182117,o
24965,&
162596,-
208570,,
49265,*
10003,B
8624,.
3192,,
162543,*
34868,o
188313,=
47698,,
176740,=
107847,W
150247,.
165335,+
143060,B
84900,.
32577,O
200182,@
83802,%
122544,B
52907,M
38949,@
151920,*
232582,*
4855,O
97708,W
211154,*
223956,o
37218,O
123745,B
172894,0
100962,$
44706,$
14066,M
152910,@
133720,;
203784,B
186966,o
207952,O
203394,W
150969,O
37096,&
232421,*
75059,$
201665,%
212431,B
200495,@
102892,B
63982,,
66300,B
180271,+
154237,*
2345,o
115906,$
92244,+
179250,+
168615,;
166468,B
67867,B
17530,#
111866,+
183931,.
217003,o
205995,.
44283,$
46607,O
177180,W
118194,B
108379,*
81328,#
88674,M
79022,%
63834,B
191289,+
84274,@
212456,#
147047,B
164321,M
117444,.
148772,+
10408,B
185124,.
52481,B
188890,+
124066,=
93232,B
59376,@
55094,O
56495,W
34279,M
219058,o
71744,%
201701,#
131102,$
89318,B
175344,*
169539,*
182831,,
160977,#
134884,B
186983,,
161515,%
95319,@
19521,$
18274,+
181994,:
105084,.
196772,=
64527,O
147156,;
29026,$
84853,#
91545,,
206329,M
8398,$
15615,W
73589,W
225302,@
79849,B
118302,0
212021,B
38359,0
208725,B
48167,B
154296,B
45690,+
44224,O
96957,B
55654,+
185334,B
21536,*
93747,@
123423,%
190272,.
93973,B
220975,o
220177,o
60804,#
128968,B
15716,:
120264,.
203230,*
101975,$
196033,0
214636,;
144786,B
212588,*
206571,.
203711,#
76452,=
136738,@
146529,B
126186,B
160483,&
140331,M
50925,=
93443,B
112882,B
70470,B
233778,O
118055,$
94214,$
11049,:
76914,+
146,+
156957,W
114862,M
79899,.
168080,M
89774,@
141123,W
163456,M
79039,W
2296,+
37238,0
182701,+
119669,+
46099,%
119485,W
95645,B
172463,,
129482,,
160553,#
188096,M
139497,M
72353,M
191279,@
70880,+
143810,:
105417,W
186375,&
205144,#
29806,o
48653,$
133533,,
214227,=
183758,+
182085,=
105488,$
134408,+
59773,B
48290,#
71642,B
201957,.
108658,+
16504,=
200158,+
162237,0
144692,B
130066,0
222036,:
83460,B
138749,=
13757,W
94802,B
219029,+
73490,&
20776,O
140262,+
204982,B
172414,,
33129,#
90485,B
142848,%
90283,W
59452,M
67028,B
223224,O
166399,0
129839,B
137130,B
49163,B
125620,$
124063,B
73399,M
215419,.
159692,+
134414,#
44448,*
49879,0
150918,@
18337,B
130677,*
234825,+
135189,*
20111,B
17418,#
213882,-
151558,*
21035,B
221584,O
136084,B
24095,@
209338,o
230603,-
204655,B
89746,M
121418,#
51165,M
171993,W
130859,B
123754,B
153268,#
92440,&
56714,B
59498,*
26894,#
211899,o
162855,@
185615,+
167991,.
117796,B
37010,W
34689,M
34662,B
35988,%
42072,+
84305,;
172188,*
100148,$
53275,B
103820,W
94848,W
147215,&
183641,&
124677,;
36380,W
14083,%
222839,*
106141,W
218124,o
71037,&
129965,@
211767,o
105676,.
22520,-
124934,O
17113,#
84372,-
196777,*
67689,M
154363,-
191144,*
215034,=
39567,+
205670,=
91953,B
176433,B
142864,B
139078,.
227759,O
174383,O
63403,%
147329,O
165691,0
48090,B
115649,B
78614,:
73630,-
25730,B
39831,B
229658,-
121753,B
189004,#
165105,o
116088,B
28965,%
89918,B
107216,o
175532,B
130023,M
117388,*
170451,*
36047,O
230789,0
144142,$
183620,=
200348,*
109493,B
96630,@
43146,B
72181,M
69205,0
84294,$
212789,;
36852,0
60676,&
80831,;
191784,+
2952,0
134372,+
53683,B
191303,0
65022,@
101919,%
89225,&
228456,0
84176,M
168095,B
156654,+
181516,:
153687,0
105242,*
214293,,
1831,0
216302,*
159200,W
59737,O
190313,+
216271,*
101176,-
227205,O
199509,o
192139,M
55752,&
53756,+
232345,O
9240,o
52635,;
43328,O
44551,M
28882,%
97877,B
190579,B
65099,#
56062,M
8452,+
176379,#
147239,B
146269,B
121990,W
139680,B
186077,o
144896,:
183521,*
97873,B
48948,@
154725,+
155678,+
153378,&
6686,B
65722,B
25553,B
232096,=
49157,$
75182,#
16857,0
570,B
68053,+
111519,M
205641,B
44459,O
107459,;
12178,+
200660,+
79179,,
34178,@
12172,O
168731,.
102336,@
80547,B
61910,B
218731,+
83187,.
195698,,
118069,B
159632,W
117644,,
195099,=
38003,B
209460,:
164239,#
53295,0
31084,O
165090,.
199871,*
180869,B
63855,@
25827,0
202255,#
175693,+
153967,@
160290,o
145544,+
41290,0
104414,B
20857,=
137033,;
175755,M
42526,B
27802,&
104108,-
16794,$
82652,.
96249,B
32612,+
160217,;
84989,&
60303,B
83973,B
23678,#
23950,@
134653,W
233339,:
183665,B
60074,;
19302,=
89895,B
107275,M
86089,&
216448,;
209432,*
221089,-
180474,+
74803,&
39306,@
138465,B
73141,*
155213,o
176750,+
82882,$
111999,B
184326,,
83682,*
37465,+
215283,;
103372,B
118041,.
108589,.
198148,B
19891,-
216757,%
29838,M
86816,B
185973,+
25577,B
138944,0
8344,B
49990,M
105410,B
94156,&
178353,*
24188,@
26908,M
55346,o
18517,@
148007,B
199314,$
160657,@
50921,o
145747,O
114953,W
198311,O
181833,-
26350,#
57322,@
229370,:
24576,B
77875,$
33139,%
40989,M
31237,M
141944,B
13931,B
203404,%
143553,.
31822,&
173433,-
14101,#
81124,B
59517,,
188288,0
171852,,
235000,*
208249,#
166777,&
21930,0
93510,B
194945,B
86581,-
109000,+
141548,o
70183,.
19410,B
74637,@
157936,+
103391,B
210719,*
201235,+
187045,@
24967,@
169750,*
870,B
208695,+
40978,W
76050,$
199885,+
185340,*
3457,0
38587,O
30756,M
88934,B
214700,-
375,@
138924,*
141723,&
30974,#
47764,%
81528,+
66433,O
128417,#
197164,+
186643,O
133362,&
88754,#
90090,B
213537,+
35152,&
70583,M
14433,$
43451,M
225630,*
210836,:
118811,+
217086,+
164434,B
43586,0
110625,+
84933,-
11368,#
26189,#
43680,&
149678,o
65638,O
85422,O
45484,o
160308,B
212260,$
5043,0
77159,B
174213,@
80361,*
115068,#
41993,o
24241,o
73256,W
44697,o
154643,+
208739,%
56325,,
199688,@
159957,%
211495,-
98340,$
14763,:
105871,%
86285,&
39920,+
142131,,
181753,O
173995,;
88172,B
113535,.
108091,@
25718,B
172546,+
148988,B
132596,:
163751,O
180220,#
67136,&
223990,*
126952,,
164469,o
135044,@
215807,*
146557,,
116778,B
141939,B
208428,;
191843,@
50435,#
185876,.
167719,B
47212,%
202298,O
85347,+
221726,#
145229,o
151655,+
42259,0
61455,M
16431,*
44781,,
132120,B
77331,&
4639,%
81562,0
206045,&
37626,W
133624,M
28899,$
229598,,
12686,O
3046,:
60666,$
233214,0
233065,.
171436,+
158059,B
65815,%
26904,%
126907,B
665,=
59203,W
36900,@
36150,#
205501,*
119913,o
163615,+
68379,M
30253,&
121574,B
59090,+
129116,O
26070,-
47768,0
115042,@
126506,M
108673,&
150660,B
139551,%
145969,#
195166,$
54882,%
222023,=
110411,0
96019,%
232569,0
55299,B
126248,+
231680,;
130502,$
20252,O
57248,B
215886,:
214064,=
111247,=
188459,O
114352,W
101584,&
60586,&
147101,#
28126,*
77861,%
207612,,
36028,+
130958,0
232359,O
183975,$
50174,*
145119,#
3103,&
216955,*
50300,B
20917,o
58222,+
172136,*
230696,@
65745,%
159696,M
23407,%
14898,$
208915,;
53268,@
105766,;
49593,o
23019,%
53266,#
232255,,
33556,B
26959,#
121339,,
90162,$
144924,-
50256,B
132752,B
81193,B
167794,+
37783,O
